0.000000,0.506667,0.530476,0.506667,0.300000
0.077778,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000
0.547481,0.608737,0.608737,0.608737,0.590547
0.045098,0.036364,0.036364,0.036364,0.563613
0.000000,0.000000,0.000000,0.000000,0.000000
0.632381,0.613333,0.632381,0.613333,0.632381
0.000000,0.000000,0.000000,0.000000,0.000000
0.242960,0.308780,0.308780,0.308780,0.121572
0.016667,0.016667,0.016667,0.016667,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000
0.729304,0.768638,0.768638,0.768638,0.673243
0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000
0.574697,0.644779,0.644779,0.644779,0.639143
0.491844,0.465323,0.465323,0.465323,0.498126
0.575805,0.608807,0.608807,0.608807,0.575805
0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000
0.366667,0.400000,0.300000,0.400000,0.300000
0.603333,0.590238,0.597814,0.590238,0.432143
0.512302,0.518651,0.518651,0.518651,0.512302
0.953462,0.957434,0.957434,0.957434,0.957299
0.615458,0.583521,0.583521,0.583521,0.591123
0.721214,0.594375,0.594375,0.594375,0.563766
0.697564,0.703680,0.703680,0.703680,0.669873
0.466667,0.566667,0.566667,0.566667,0.566667
0.666667,0.633333,0.633333,0.633333,0.450000
0.001695,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000
0.021655,0.021655,0.021655,0.021655,0.002857
0.000000,0.000000,0.000000,0.000000,0.000000
0.447143,0.447143,0.447143,0.447143,0.562222
0.400000,0.166667,0.166667,0.166667,0.600000
0.000000,0.000000,0.000000,0.000000,0.000000
0.700000,0.733333,0.566667,0.733333,0.700000
0.000000,0.000000,0.000000,0.000000,0.000000
0.411368,0.513919,0.513919,0.513919,0.202475
0.556301,0.527874,0.527874,0.527874,0.600098
0.000000,0.000000,0.000000,0.000000,0.000000
0.466667,0.466667,0.466667,0.466667,0.566667
0.566667,0.600000,0.600000,0.600000,0.633333
0.000000,0.000000,0.000000,0.000000,0.000000
0.780537,0.760138,0.780337,0.760138,0.723466
0.475736,0.535394,0.535394,0.535394,0.529909
0.433333,0.760000,0.760000,0.760000,0.660000
0.700000,0.700000,0.700000,0.700000,0.700000
0.142927,0.144189,0.155618,0.144189,0.016667
0.000000,0.081563,0.081563,0.081563,0.166667
0.810086,0.853322,0.868721,0.853322,0.841497
0.640663,0.759921,0.759921,0.759921,0.640663
0.366667,0.366667,0.366667,0.366667,0.366667
