0.155824,0.000782,0.006904,0.133316,0.159020,0.065346,0.095052,0.085865,0.058034,0.020807,0.159020,0.000000,0.024572,0.001836,0.205079,0.000171,0.000171,0.058034,0.071422,0.058034
0.005724,0.031708,0.007840,0.015740,0.012197,0.003370,0.018038,0.092980,0.001020,0.006138,0.012197,0.000000,0.009181,0.024783,0.000309,0.000184,0.000184,0.006138,0.002724,0.002724
0.109403,0.029822,0.008192,0.100915,0.081293,0.102697,0.005753,0.086037,0.076206,0.006512,0.075037,0.000000,0.037533,0.000773,0.090611,0.012582,0.012582,0.076574,0.014117,0.018778
0.125794,0.001285,0.004993,0.112541,0.190868,0.121294,0.001000,0.123531,0.092061,0.012225,0.197848,0.000000,0.053166,0.010866,0.150085,0.004683,0.004683,0.098056,0.076342,0.070347
0.116055,0.005984,0.009057,0.075811,0.137932,0.129496,0.010819,0.079231,0.099441,0.000008,0.155457,0.000000,0.081561,0.004662,0.111384,0.010527,0.010527,0.092149,0.086876,0.068672
0.068262,0.021225,0.008912,0.065865,0.018711,0.037767,0.008011,0.112459,0.060981,0.002256,0.012383,0.000000,0.041447,0.021225,0.054152,0.011206,0.011206,0.006877,0.006726,0.009148
0.302097,0.002194,0.016644,0.458818,0.593893,0.199585,0.418519,0.458818,0.000243,0.000243,0.593893,0.000000,0.284643,0.002194,0.336552,0.000220,0.000220,0.199585,0.178456,0.127207
0.066983,0.004318,0.030328,0.107186,0.037811,0.068012,0.005329,0.022186,0.084561,0.006753,0.038599,0.000000,0.001181,0.037032,0.057180,0.011602,0.011602,0.006419,0.010245,0.066983
0.004558,0.002732,0.004169,0.010491,0.006902,0.010165,0.011394,0.001057,0.017447,0.001307,0.002325,0.000000,0.004357,0.000908,0.002715,0.000248,0.000248,0.006146,0.009230,0.010165
0.050306,0.007513,0.007217,0.034182,0.057648,0.035508,0.022135,0.038744,0.057668,0.000198,0.032571,0.000000,0.009338,0.003815,0.035164,0.010704,0.010704,0.017925,0.031689,0.007153
0.013971,0.001639,0.015202,0.023377,0.017005,0.004713,0.026049,0.002797,0.011621,0.001748,0.013660,0.000000,0.012627,0.000122,0.009373,0.000650,0.000650,0.026169,0.026575,0.018208
0.209605,0.054513,0.034454,0.019814,0.209605,0.071517,0.012468,0.085137,0.229661,0.059272,0.209605,0.000000,0.106875,0.059272,0.059272,0.032116,0.032116,0.209605,0.026023,0.219456
