0.816667,0.808333,0.833333,0.808333,0.833333
0.776471,0.764706,0.764706,0.764706,0.776471
0.889655,0.886207,0.886207,0.886207,0.879310
0.748571,0.788571,0.788571,0.788571,0.768571
0.760811,0.756757,0.756757,0.756757,0.801351
0.882609,0.873913,0.873913,0.873913,0.882609
0.875000,0.875000,0.875000,0.875000,0.875000
0.960606,0.960606,0.960606,0.960606,0.957576
0.630000,0.626667,0.626667,0.626667,0.626667
0.834483,0.834483,0.834483,0.834483,0.831034
0.800000,0.804167,0.804167,0.804167,0.805208
0.900000,0.900000,0.916667,0.900000,0.900000
0.750000,0.700000,0.700000,0.700000,0.800000
0.718182,0.754545,0.754545,0.754545,0.681818
0.933333,0.933333,0.933333,0.933333,0.929167
0.882857,0.885714,0.885714,0.885714,0.874286
0.751852,0.807407,0.807407,0.807407,0.781481
0.780000,0.800000,0.800000,0.800000,0.776667
0.783871,0.796774,0.796774,0.796774,0.783871
0.863889,0.869444,0.869444,0.869444,0.869444
0.977551,0.977551,0.977551,0.977551,0.977551
0.850000,0.850000,0.800000,0.850000,0.850000
0.800000,0.815385,0.823077,0.815385,0.738462
0.730000,0.730000,0.730000,0.730000,0.730000
0.915000,0.920000,0.920000,0.920000,0.920000
0.673684,0.642105,0.642105,0.642105,0.647368
0.675000,0.533333,0.533333,0.533333,0.483333
0.632353,0.641176,0.641176,0.641176,0.617647
0.750000,0.800000,0.800000,0.800000,0.800000
0.800000,0.700000,0.700000,0.700000,0.633333
0.851489,0.851760,0.851760,0.851760,0.851760
0.894394,0.894394,0.894394,0.894394,0.894394
0.885102,0.885102,0.885102,0.885102,0.885102
0.903215,0.903215,0.903215,0.903215,0.903559
0.848061,0.848061,0.848061,0.848061,0.846886
0.900000,0.900000,0.900000,0.900000,0.898485
0.841176,0.841176,0.841176,0.841176,0.882353
0.800000,0.700000,0.700000,0.700000,0.875000
0.725000,0.575000,0.650000,0.575000,0.775000
0.750000,0.850000,0.750000,0.850000,0.800000
0.893333,0.900000,0.900000,0.900000,0.893333
0.686364,0.759091,0.759091,0.759091,0.654545
0.716000,0.740000,0.740000,0.740000,0.768000
0.766667,0.816667,0.816667,0.816667,0.850000
0.700000,0.800000,0.650000,0.800000,0.750000
0.850000,0.875000,0.875000,0.875000,0.850000
0.909412,0.909412,0.909412,0.909412,0.908235
0.723810,0.690476,0.714286,0.690476,0.638095
0.677273,0.718182,0.718182,0.718182,0.695455
0.500000,0.766667,0.766667,0.766667,0.633333
0.900000,1.000000,1.000000,1.000000,0.900000
0.834091,0.831818,0.834091,0.831818,0.820455
0.842222,0.855556,0.855556,0.855556,0.857778
0.706897,0.800000,0.812069,0.800000,0.751724
0.631250,0.756250,0.756250,0.756250,0.631250
0.800000,0.700000,0.700000,0.700000,0.650000
