15,5,11,1,4,7,8,19,6,9,20,18,13,10,3,14,2,16,17,12
8,2,14,7,4,5,11,13,3,10,18,1,6,19,20,9,15,16,17,12
1,6,4,15,8,5,18,9,11,13,2,20,19,16,17,3,10,7,14,12
11,5,15,1,8,6,4,18,9,19,20,13,10,14,3,16,17,2,7,12
11,5,6,1,15,9,18,19,13,8,4,20,7,16,17,3,2,14,10,12
8,1,4,9,15,13,6,2,14,5,11,17,16,20,3,7,18,19,10,12
5,11,8,4,7,15,1,13,18,6,19,20,3,14,2,9,10,16,17,12
4,9,6,20,1,15,11,5,14,3,8,16,17,19,10,18,7,2,13,12
9,7,4,20,6,19,5,18,1,13,3,2,15,11,10,8,14,16,17,12
9,5,1,8,6,15,4,11,19,7,18,17,16,13,2,3,20,14,10,12
19,18,7,4,20,5,3,1,11,13,9,15,6,8,10,2,16,17,14,12
9,20,11,5,1,18,13,8,6,15,14,10,2,3,16,17,19,4,7,12
7,4,5,11,9,13,6,1,18,15,8,16,17,19,3,14,2,20,10,12
8,15,5,6,11,1,18,4,9,17,16,20,19,10,7,14,2,13,3,12
18,11,15,19,5,20,4,3,7,17,16,6,1,14,2,9,10,13,8,12
1,5,11,15,6,4,20,19,18,8,9,13,7,16,17,3,10,14,2,12
5,11,13,1,12,19,6,2,20,8,15,18,7,4,9,10,16,17,14,3
5,13,12,1,19,11,20,4,6,9,7,8,15,18,2,10,3,14,16,17
5,1,11,15,6,19,20,8,13,4,9,7,18,12,2,14,10,3,16,17
11,5,15,1,6,7,19,4,13,9,8,20,12,18,2,10,16,17,3,14
8,1,7,19,20,13,11,5,4,10,9,6,3,12,18,15,14,2,16,17
7,13,18,14,2,9,12,6,1,4,15,11,19,17,16,3,20,10,5,8
1,9,4,20,19,8,12,11,6,5,7,15,3,13,18,10,16,17,14,2
11,5,4,8,1,6,19,12,15,20,9,13,18,3,10,16,17,7,14,2
4,7,12,9,3,1,18,20,16,17,8,11,15,5,10,6,19,14,2,13
1,5,8,15,11,4,9,12,13,18,20,10,16,17,2,19,7,6,3,14
5,4,15,1,8,6,11,7,13,12,19,9,2,20,14,10,3,18,16,17
8,9,5,4,1,12,15,20,19,11,16,17,2,6,18,13,7,10,3,14
18,5,11,10,17,16,4,13,6,9,15,12,1,8,14,2,20,7,19,3
6,5,4,1,8,2,9,11,13,15,7,20,18,10,16,17,19,12,3,14
4,8,15,18,5,11,19,20,1,6,10,2,14,12,3,7,16,17,13,9
18,11,19,20,5,8,4,14,16,2,15,17,12,10,6,7,9,13,3,1
18,8,4,11,19,20,5,14,2,12,15,13,17,16,3,7,1,6,9,10
4,8,11,5,18,15,7,1,9,12,10,14,6,20,13,19,2,16,3,17
18,11,8,4,5,15,2,20,19,14,7,17,16,1,6,10,13,12,9,3
13,4,20,15,19,5,11,1,16,17,6,8,9,3,18,10,14,2,7,12
17,16,10,14,2,15,8,6,18,3,7,1,5,20,19,9,4,13,11,12
1,6,7,20,9,5,4,12,19,11,15,14,2,3,13,16,17,18,10,8
5,1,11,15,10,13,20,19,4,12,18,8,7,16,17,6,14,2,9,3
5,8,4,3,1,18,11,9,15,7,2,14,20,10,19,16,17,13,6,12
19,11,5,18,1,8,20,6,15,9,16,17,7,4,3,13,12,10,14,2
4,8,15,5,19,13,11,2,14,20,1,6,3,10,16,17,7,18,9,12
5,11,1,19,20,15,13,18,4,6,9,16,17,7,8,10,14,2,3,12
4,5,6,1,11,18,20,7,8,10,2,15,19,9,14,16,17,13,12,3
2,14,17,16,18,8,1,9,7,13,4,10,6,5,20,19,11,15,12,3
15,11,19,8,1,6,5,13,10,18,20,14,4,2,3,16,17,7,12,9
4,13,11,5,18,15,20,19,1,6,7,12,9,16,17,3,10,14,2,8
11,5,18,12,13,10,1,8,3,4,20,9,19,15,14,2,7,16,17,6
15,8,5,4,11,13,1,10,9,6,12,18,16,17,20,3,19,14,2,7
18,5,13,20,15,17,16,11,9,7,19,14,6,2,1,3,8,4,10,12
6,4,15,13,5,11,7,1,8,3,17,16,20,9,19,14,18,12,2,10
3,8,4,20,13,2,14,18,7,17,16,12,19,11,1,5,15,6,9,10
12,18,11,4,19,20,8,5,3,7,13,15,16,17,14,2,9,1,6,10
8,4,14,2,17,16,11,7,18,19,20,12,13,5,15,3,1,6,9,10
9,7,1,8,15,13,6,11,2,14,12,18,3,16,17,4,5,10,19,20
5,8,15,1,18,6,11,2,14,4,20,13,7,19,9,10,12,16,3,17
