6,1,15,11,5,20,8,4,9,19,7,13,18,12,3,10,14,2,16,17
8,2,14,5,19,7,13,18,3,17,4,1,11,9,10,20,12,15,16,6
8,11,5,9,6,1,15,4,10,12,17,13,18,2,19,14,16,3,20,7
5,11,1,9,8,15,6,19,4,20,18,13,10,7,12,17,3,16,14,2
5,11,1,6,8,9,19,18,15,13,4,20,10,12,17,16,3,2,7,14
8,4,9,11,1,13,5,15,6,18,14,2,19,17,16,20,3,7,12,10
11,5,1,7,4,13,19,15,8,18,6,10,2,9,20,12,3,14,16,17
9,6,1,4,20,3,15,7,5,14,11,8,16,17,19,2,10,12,13,18
7,6,9,19,20,5,1,11,13,3,4,15,8,16,17,2,14,10,12,18
9,1,5,6,15,11,19,8,4,7,17,16,13,10,3,2,12,20,18,14
7,1,6,19,4,11,5,9,20,3,13,18,10,12,15,2,8,16,17,14
11,5,9,1,6,15,18,13,8,20,2,16,17,12,19,10,14,4,3,7
7,4,1,11,6,18,5,13,8,17,16,10,15,19,3,20,14,2,9,12
8,15,5,4,6,11,18,1,9,17,16,20,14,2,10,12,13,7,19,3
11,5,4,15,18,19,3,6,20,17,16,8,1,2,13,12,10,9,14,7
11,5,19,18,8,4,1,20,15,9,6,10,12,13,7,16,17,14,3,2
5,19,12,11,13,1,2,20,8,10,9,18,15,17,6,4,7,16,14,3
1,11,9,5,19,13,12,4,20,10,6,8,7,15,2,18,17,14,3,16
5,11,1,19,6,9,13,8,20,12,15,4,10,7,14,18,17,2,3,16
11,5,6,1,9,8,13,4,19,15,7,20,10,12,18,2,17,14,16,3
6,4,7,5,8,1,9,11,13,19,2,15,18,17,3,10,12,14,16,20
13,18,12,2,7,15,4,14,1,9,6,8,17,16,3,19,20,10,5,11
9,1,6,11,7,4,8,12,19,5,20,15,3,10,18,13,16,17,14,2
5,8,1,11,4,6,9,19,15,13,12,10,20,3,16,17,7,18,14,2
4,7,12,18,9,1,3,10,6,16,17,15,8,5,19,11,20,14,2,13
1,5,8,11,10,15,9,6,12,18,4,13,17,16,3,7,19,14,2,20
10,6,11,15,1,8,4,9,5,12,7,18,17,14,19,20,3,16,2,13
5,1,9,8,4,11,6,19,12,10,15,16,17,7,18,20,2,13,3,14
3,5,11,18,10,4,17,16,13,19,6,9,8,15,12,1,14,2,20,7
9,8,1,2,6,4,11,15,13,5,7,20,10,14,18,19,16,17,3,12
8,4,5,11,18,20,19,15,1,6,12,10,2,9,3,14,7,16,17,13
18,11,5,19,20,8,4,16,2,1,17,9,6,10,12,13,14,15,7,3
18,8,4,11,19,20,5,6,2,12,13,17,16,7,1,3,15,14,10,9
11,5,4,8,18,6,15,1,14,7,9,10,12,19,20,13,2,16,3,17
18,4,11,5,8,20,19,2,17,16,6,1,14,13,12,15,10,7,9,3
6,13,11,20,5,19,1,4,9,16,17,15,8,12,10,18,3,7,14,2
16,17,14,10,2,8,12,15,18,6,7,5,3,20,19,1,11,13,4,9
1,19,7,6,11,9,5,4,20,12,15,10,14,2,3,18,13,16,17,8
3,10,12,15,8,20,5,4,1,11,19,18,13,7,14,16,17,2,9,6
4,5,11,3,12,1,9,8,15,6,2,14,19,10,18,16,17,13,7,20
11,6,5,19,20,1,18,8,12,15,4,9,10,16,17,13,7,3,2,14
4,8,5,1,15,11,12,6,13,14,2,10,9,3,19,18,20,16,17,7
5,11,15,1,4,13,19,12,10,9,20,18,6,16,17,8,14,7,2,3
3,4,6,1,19,5,7,9,20,8,15,18,2,11,10,12,16,17,14,13
3,2,14,6,8,1,9,17,16,7,13,4,18,20,19,5,15,11,12,10
15,5,11,19,8,1,13,10,6,2,20,18,12,4,14,16,17,3,9,7
8,11,5,4,19,13,1,18,20,6,15,12,7,10,9,16,17,3,14,2
18,4,13,5,10,12,15,8,3,20,1,11,9,19,14,2,6,7,16,17
15,8,4,5,13,10,9,11,1,18,6,20,16,17,19,3,12,2,14,7
7,13,11,8,17,16,20,15,6,18,5,9,19,1,14,2,10,3,12,4
4,7,15,5,13,8,2,1,17,16,3,11,6,20,14,9,19,12,10,18
3,2,13,11,14,7,12,10,19,20,16,6,17,5,1,8,9,18,4,15
10,12,11,18,20,19,4,8,3,13,5,17,15,16,7,14,6,1,2,9
2,14,16,8,17,4,10,18,12,13,11,19,20,7,5,15,3,9,1,6
1,9,5,6,14,18,13,2,17,15,10,7,3,11,12,16,20,4,8,19
17,16,3,8,13,1,11,5,18,6,2,20,14,15,19,4,9,7,12,10
